,products_and_services,products_id,language (ISO-code),typo_corrected
2740,painting of wood,622ffc7e-f397-48b8-81b7-d40f48a2cc29,en,painting of wood
2741,"furnishings, cushioned",862e1812-9dde-4777-bf7f-e29163669da9,en,"furnishing, cushioned"
2742,supplies for the hotel industry,3f5ad94a-9bf5-416e-9856-b504a967fa07,en,supplies for the hotel industry
2743,building canvas,bb270ae8-31fd-4062-92c1-b0ba8c3d0b83,en,building canvas
2744,"shades, vehicles",2e54764e-07a0-4acf-b0bd-0bf9fea6f2db,en,"shades, vehicles"
2745,powder coatings,953185e4-4ebe-47e4-a8b5-4868bb33f791,en,powder coating
2746,epoxy powder coatings,bfe752a9-4d2b-40ba-90d9-24080e65d96d,en,epoch powder coating
2747,polyurethane powder coatings,7f247a59-4575-4654-b57f-3e746775dd26,en,polyurethane powder coating
2748,steam baths,776b3967-eb7e-4f90-8892-5193cc5c1de6,en,steam baths
2749,multifunction showers,e3872ebd-bcb5-4cd8-a542-fba56fe74385,en,multifunction shower
2750,chromotherapy,cba9ffce-1ce5-4075-aa80-12292e22fbe0,en,chromotherapy
2751,"towels, bathroom",c3b2c041-c70e-48fc-a4e7-bb8ebb198add,en,"towels, bathroom"
2752,bathtubs,b5eaadc4-cb76-417d-ad61-31987c15ff6a,en,bathtubs
2753,wc's for stands,11bc141e-e6db-4b11-8eba-f37f8e0d3050,en,we's for stands
2754,custom shower stall doors,04745bb3-e789-4092-bbb7-345f7087a08d,en,custom shower stall doors
2755,shower cabin with sliding door,4f8cd40c-19ad-4339-8341-e8bbcff97ee2,en,shower cabin with sliding door
2756,granite block cutting,00408918-a66b-485d-8b91-b3907a63f91f,en,granite block cutting
2757,"other materials - slate, quartzite, sandstone",3c3e91d8-4878-4b48-be83-0c566963c16b,en,"other materials - slate, quartette, sandstone"
2758,artistic marble working,46205a7b-0d3f-4504-9b5f-c6af4b543d01,en,artistic marble working
2759,"stairs, foldaway",83989009-e415-4693-a07c-1667ceead137,en,"stairs, foldaway"
2760,prefabricated stairs,8c5ed209-8f70-4a1b-b869-23657f822127,en,prefabricated stairs
2761,stair treads,dec673fc-7181-416a-9a82-848457f59c8f,en,stair tread
2762,wood and semi-finished goods,f16fa473-125b-49b0-9d54-4d8b51492b10,en,wood and semi-finished goods
2763,traditional wood floors,824f342f-86c9-4ccc-b5b8-40a70ddc1f8c,en,traditional wood floors
2764,cut stained wood,abe11c84-215d-4505-908b-fe7655678140,en,cut stained wood
2765,planed timber,5b0b3252-597b-4538-971c-96e522b40d1d,en,planed timber
2766,manufacture of stained wooden veneers,cce3559a-a94f-4c40-b74c-16b66e380073,en,manufacture of stained wooden centers
2767,suppliers for tailors,2632c974-065f-4b9d-bc38-a1f08b69a1a7,en,suppliers for tailors
2768,baby article padding,bd58b0ce-af37-4939-8a19-6b8d53b48571,en,baby article adding
2769,cutting and folding textiles and textile products,49987098-380a-47d7-977b-3621277b75c8,en,cutting and folding textiles and textile products
2770,curtains for interiors,387cb411-9456-48ff-b8d3-eda7c8df307b,en,curtains for interior
2771,clamping staves,b6a6a87b-d9ca-4d40-baa7-4232a5f1b67c,en,clamping states
2772,vertical blind systems,b09e7466-a2de-484e-a892-40277345a0aa,en,vertical blind systems
2773,solar protection,35091ce8-ec70-48e8-8ab2-cfd2225d2c88,en,solar protection
2774,curtain and blind systems,2afafb70-f38c-4898-88b0-cf15fb03aba6,en,curtain and blind systems
2775,condominium awnings,cbe6bae4-c4c1-4974-8eeb-5d9dfdd8d361,en,condominium wings
2776,wood arbours with removable canvas,39f59ac4-5545-47bb-a576-0893ab4a7c18,en,wood harbors with removable canvas
2777,shelters and tents for cafés,ce7081ee-ba00-4634-b1c4-e0ab452c27f7,en,shelters and tents for cases
2778,"tables for hotels, catering and public premises",bc9dab23-f821-4357-b5b3-6bdc6a83da56,en,"tables for hotels, watering and public premises"
2779,telephone boxes and booths,904e9be6-874f-4140-acae-5fa134f194d9,en,telephone boxes and booths
2780,shower accessories,04088b2e-dfef-4526-af0f-af578f8e40c8,en,shower accessories
2781,waste transportation,7fcf57be-0f73-4d2c-a0a3-ee3c508aff1b,en,waste transportation
2782,inflatable drums for sewage system cleaning,8b3d49ea-2e51-45ca-a2ff-4156f7d1363d,en,inflammable drums for senate system cleaning
2783,portable chemical toilets,11f7bfbd-6507-4e13-b5cf-67c9de2976e1,en,portable chemical toilets
2784,barrier hire,0505c348-7fd9-489d-8c90-03743f581df7,en,barrier hire
2785,cold pressing,265c0f05-352d-408a-a1c5-999300fc8a37,en,cold pressing
2786,turned small parts,fa690dce-17e6-476b-bf4b-6902284f6d86,en,turned small parts
2787,turned small parts for taps and fittings,066b8918-5670-40c6-a9fd-e077144baa7f,en,turned small parts for caps and fitting
2788,turned small metal parts,50b26238-355c-4ece-a956-01e0b9efb705,en,turned small metal parts
2789,manufacturer of chemical products,81a7290c-9c27-40fe-9dcc-d78d466080c8,en,manufacturer of chemical products
2790,asphalting,bfa8c1b4-cee0-4f09-a8c8-63a075d809f0,en,asphalting
2791,road carriage tarring,b2e91399-8b29-48da-8a49-5baca600ba35,en,road carriage warring
2792,coolers,47e26551-c843-442b-8dd0-7a9a70bd5de6,en,cookers
2793,crane hire,f99a8a87-f344-40bd-aba2-4c6748821e25,en,crane hire
2794,newspapers and magazines,55b59c87-a331-4723-8b23-0a3b5331aab9,en,newspapers and magazines
2795,stone coverings,1ac5bad0-df35-4fcc-9d21-ab37ab292d22,en,stone coverings
2796,gas leak detectors,8168f87c-154d-4170-bc51-05d45f27c232,en,gas leak detector
2797,sludge and sewage biogas recovery and production plants,5007d6b9-a406-485b-94aa-d019cc860fc6,en,smudge and senate bias recovery and production plants
2798,"sculptured articles, wooden",db34723e-d239-404c-978a-1c4acfe993da,en,"sculpture articles, wooden"
2799,cleaning bearings,f6480341-3e50-4224-b626-cf4ef9fc68b9,en,cleaning bearings
2800,laying of land water mains,853b8f53-f87e-4629-a4ec-f5918ae00f32,en,laying of land water mains
2801,leaking and dispersion rings,3ba03bfa-529c-4191-a947-b56b4b2047a5,en,leaking and dispersion rings
2802,pantyhose and stockings,ca9df34b-ada3-4e02-baf7-8b180125f3f0,en,pantyhose and stockings
2803,production of women's stockings,e7fbf69e-e3ba-4750-b384-5a60babc43ea,en,production of women's stockings
2804,women's socks,5c983b01-fbfb-4e54-b17a-0da19262c2da,en,women's socks
2805,stocking factories,d6e615c2-e7e0-4c0e-9bc1-50c1115786e9,en,stocking factories
2806,bleaching powder production,9cebc91e-0043-4864-8519-7c5e53563485,en,reaching powder production
2807,production of hydrogen peroxide,a4735554-8947-4a7e-98f4-cb4ce8d2ea64,en,production of hydrogen peroxide
2808,production of hair bleaching cream,38cb6e4e-11cf-4a36-8e50-96445ebcd836,en,production of hair reaching cream
2809,production of foot and body talc,ba0326fd-7999-4555-b6c3-76cbaa4c0f8f,en,production of foot and body talk
2810,production of nail polish remover,b331d2ce-efae-47e6-bdfa-0677d71bd04a,en,production of nail polish removed
2811,professional beauty products,353afd97-c300-4059-b6ef-e9187e7ef6f9,en,professional beauty products
2812,overload protector,c3ab8bc8-0403-41bf-a824-79afb968fe84,en,overcoat protector
2813,finishing work using numerically-controlled machines,064d1f6d-79b1-468c-8334-b20e4ba8941c,en,finishing work using numerically-controlled machines
2814,non-ferrous metals and alloys,1bd2dd3f-92ea-498f-8e67-9976edb40156,en,non-serious metals and allows
2815,all types of framework,74c658f2-c90b-462e-b4db-df5c351356a7,en,all types of framework
2816,flexible couplings,909c7400-154e-4ab0-85c8-e7da989708ec,en,flexible couplings
2817,finishing work on natural materials,b7ad50b4-bbd5-4991-a9b5-ea38192a9727,en,finishing work on natural materials
2818,qualified staff,da4fec16-26d5-477c-9ff9-00fb8025009f,en,qualified staff
2819,silver-plated clothing accessories,27b06bcc-8ff2-4f6e-adcf-649689a80667,en,silver-placed clothing accessories
2820,gold-plated bathroom accessories,3a985450-2fc3-4ae0-9d9e-4d8a0609b7bf,en,gold-placed bathroom accessories
2821,brass chains,318231f2-dfa2-4afe-8e65-dfc6d786f0a4,en,brass chains
2822,gold plated jewellery,43f66bb0-84d8-4bdf-8f28-08b6666843bc,en,gold placed jewellery
2823,silver costume jewellery,3a00204c-2950-4114-ad78-926bdcf67abc,en,silver costume jewellery
2824,dance wear,b8f2e71d-926d-49cf-9ef3-cdb940488444,en,dance wear
2825,dance tights,ee8e54d1-aabf-4a5d-b372-357e2d60a858,en,dance rights
2826,synchronised swimming suits,91d7027f-c15d-4134-8743-4ee9d1b5fd77,en,synchronised swimming suits
2827,"art, fashion and costume workshops for theatre and dance",f4345758-b9eb-430d-a801-89962be82b2c,en,"art, fashion and costume workshops for theatre and dance"
2828,slotted corrugated containers,3d8ac9de-ce56-43c9-ab64-2ad19bf9c76e,en,spotted corrupted container
2829,wooden crates,fd6fef2b-7d31-492e-843a-b2238fa0cb78,en,wooden crates
2830,ball bearings,49f9e014-b7c8-4d84-98a3-161fc577fd9c,en,ball bearings
2831,straight bearings,7e1b7ffd-a7f8-437c-a076-1c33a56e3b99,en,straight bearings
2832,axial bearings,0bd5d765-7784-4eef-a8c4-8daa4981c9a5,en,animal bearings
2833,basic bearings,0a9217e1-7224-48f1-9391-52eae6c36521,en,basic bearings
2834,cpm bearings,39c4dffb-85d6-49a1-ae0d-6cf29ce75ea7,en,com bearings
2835,basic food preparations for ice-cream parlours,dbb7e1ec-eddb-4f6f-901b-d58dc3e7767a,en,basic food preparations for ice-cream parlour
2836,items for pastry shops,7a8d3452-cef5-482c-a03b-8c3c8db9c330,en,items for pantry shops
2837,ice cream bases,78929c54-6fe3-48a8-8b7a-6afcbb25fe4b,en,ice cream bases
2838,supplies for pastry shops,d6232df3-6a3f-48f2-a058-153a682d89d8,en,supplies for pantry shops
2839,confectionery,af8209b3-6f5e-44b1-a1e1-5aee168164b9,en,confectioner
2840,raw materials for pastry shops,82e9ea62-ec19-49aa-80f8-30926a2dbf4f,en,raw materials for pantry shops
2841,raw materials for ice-cream parlors,55341317-8ea9-44f3-800b-e35b68a1462b,en,raw materials for ice-cream parlor
2842,preparations for ice cream,db4f3983-5812-40af-8762-08382ccd64fe,en,preparations for ice cream
2843,semi-finished products for ice-cream parlors,7a95e30d-accf-491b-bd00-5dc2505d3bf3,en,semi-finished products for ice-cream parlor
2844,hot forming,57814662-17a4-46ba-8fc0-473c3b7428ac,en,hot forming
2845,gear moulding,3eef7c17-8613-4c8f-9e06-d45d6d3def0d,en,gear holding
2846,extrusion moulding,a1586d50-68bd-4199-994b-78c1f9434099,en,extrusion holding
2847,crown forging,e41ec6dc-a17a-4c8f-9bef-3b829a0d519c,en,crown forging
2848,chemicals for the shoe industry,c67ee078-0d95-4ada-b42b-24390955b481,en,chemicals for the shoe industry
2849,creams for shoes,621fa714-a7e5-4a27-a48c-e32c5e2baa18,en,dreams for shoes
2850,sizing for shoes,2437d68f-29d6-4fff-84d7-c7ab0522b8df,en,seizing for shoes
2851,"foundries - copper, bronze and brass",8c95b5b5-0a03-4765-af04-6719e0a9d960,en,"foundries - copper, bronze and brass"
2852,beryllium copper,25cdda8a-bf8a-4590-8edb-ffb29b63dfeb,en,beryllium copper
2853,textile finishing,ce4043c1-55a6-4efd-92fb-13c3e84da7ec,en,textile finishing
2854,second hand textile machineries,8a0abe22-1a48-4b33-8242-3b4f7c24a7d8,en,second hand textile machineries
2855,consulting for textile finishing process,8ecabfc2-2172-4b22-a69d-a7bbd83f037f,en,consulting for textile finishing process
2856,mechanical surface treatment - machinery,1a220b71-bb72-499c-ae0c-1b4397c97aaf,en,mechanical surface treatment - machinery
2857,systems and machinery for satinizing metals,a862211d-4431-4f81-b869-f582855aa473,en,systems and machinery for satinizing metals
2858,systems and machinery for polishing metals,9f776667-c21b-44b5-874a-a4e78578a5cc,en,systems and machinery for abolishing metals
2859,machines for travertine working,0f0032a5-f208-42bc-b003-e7a3185e779a,en,machines for travertine working
2860,correction workshops,79b5b06e-a612-47c0-8314-68052dceb6a7,en,correction workshops
2861,men's footwear,a1755ca5-c9c1-4562-9fcf-5035e498089c,en,men's footgear
2862,ladies' footwear,05b50513-5941-487d-b042-5b63d130af30,en,ladies' footgear
2863,organisation and management of special sales,cd0baeab-4b46-4ea9-9065-844fbf861ca4,en,organisation and management of special sales
2864,"purses, leather",0c8052ef-a643-460d-8aaf-3726d4aa463e,en,"purses, leather"
2865,artistic wood flooring,401d1368-50aa-46ad-876f-9070f2dbb6f1,en,artistic wood flooring
2866,floating wood flooring,f7c96d5c-5ad9-4108-aefd-53fcc42235f8,en,floating wood flooring
2867,chrome-plated tape,765dc2f9-0919-4a94-bc74-1c9355977201,en,come-placed tape
2868,leather items,74886a91-d8f1-48da-92e7-f905286c374a,en,leather items
2869,thickness blocks,3cba3e3b-e191-4633-a1ba-76c3580397c9,en,thickness blocks
2870,treatments for terracotta floors,25ded72c-ce6f-453d-88f8-9fa6344c5a75,en,treatments for terracotta floors
2871,wood smoothing,71b88e43-2efc-4e33-b082-064cdf45842e,en,wood smoothing
2872,stair coverings,1b0a5b05-63c7-4134-85be-7f19bedefe2b,en,stair coverings
2873,service for lift trucks and carriers,9fbf5dbb-f876-4df3-9de8-1d3f218e4a7d,en,service for lift trunks and carriers
2874,motorcycle batteries,9643a816-8e7b-4833-8cc5-9d5144648232,en,motorcycle batteries
2875,starter batteries for heavy vehicles,a2c7a75f-11c1-4be0-b5cc-bb2970f683d1,en,started batteries for heavy vehicles
2876,traction batteries,cbe5bb48-73fb-4d37-a88c-9477548a9150,en,traction batteries
2877,hermetic batteries,4190faa4-9460-4fa0-a810-9b2707488a21,en,hermetic batteries
2878,lead-acid batteries,a132db2b-3f72-456c-a31a-317366f4e53f,en,lead-acid batteries
2879,batteries for boating,f7882661-1255-416e-a428-b80ec2f872e3,en,batteries for beating
2880,wheels and castors for industrial trolleys,224b7052-cbf3-4847-9d59-1f3af911cf3b,en,wheels and castor for industrial trolley
2881,heat resistant wheels and castors,2cff9b08-3634-4282-8527-71ee6cdff6db,en,heat resistant wheels and castor
2882,polyurethane wheel coatings,5fed45f9-4560-49ad-bd6a-6ebc5525e69b,en,polyurethane wheel coating
2883,steam generators for industrial use,48d966db-2e3f-4118-9dd2-666f40ac5a15,en,steam generations for industrial use
2884,cleaning machine repairs,4cbee6b0-aaf6-4f69-b878-766dcf507a59,en,cleaning machine repairs
2885,liquid aspirators for industrial cleaning,e6661552-ae7e-4688-89d0-09cee8ab14c1,en,liquid aspirations for industrial cleaning
2886,interior decoration projects,eb09d651-153b-49db-a2bd-4d054c6a7197,en,interior decoration projects
2887,cast iron,a3429ef8-cd76-4648-98bb-99d0e8f111ec,en,cast iron
2888,snow clearing,21ba7e58-cde8-4562-9cb6-35a40f6066ad,en,snow clearing
2889,design work (service),0e40dcfd-9d5c-4d25-9741-739ccdc57423,en,design work (service)
2890,5-a-side football pitch in synthetic grass,75506018-f762-4009-b541-cb5cd8823c8f,en,5-a-side football pitch in synthesis grass
2891,roadworthiness tests,f4f0fcb7-ca9e-406b-bcd2-b8101e8863bd,en,roadworthiness tests
2892,partition wall assembly,2bdf0474-c56e-467d-8b11-bdbf9388738f,en,partition wall assembly
2893,filing cabinet-wall,1d0d8eda-cf55-4c84-8263-6ca8604bff34,en,filing cabinet-wall
2894,office furniture,e66d42cd-916c-45df-a2af-81f6d7f4d303,en,office furniture
2895,architectural design of specially made furnishings and fittings,2f62b20f-3195-4d7c-89f4-5b61c5a892af,en,architectural design of specially made furnishing and fitting
2896,fairleads,1859feb0-fef5-45c9-9d20-19292877220c,en,fairleads
2897,consultancy services and design of safes and similar items,a8472f5c-d84f-4c01-83a7-70a0f82f8630,en,consultant services and design of safes and similar items
2898,modular armoured rooms,cbb4ee6f-a8d1-4962-b08b-380a3e5a2acc,en,nodular aroused rooms
2899,reinforced anti-projectile partitions,7fe516b3-443a-45ce-9d00-e2c74bf21b8f,en,reinforced anti-projectiles partitions
2900,secure transfer trays,af2969cd-bd0a-4d6b-91b6-37dad894320f,en,secure transfer rays
2901,hotel room furniture,1f61ff86-1b27-45ad-a2d5-0235dc281eef,en,hotel room furniture
2902,office and store furnishings,89addb89-067d-49f5-8a0f-a273b572ca83,en,office and store furnishing
2903,office chairs,294b0432-4de0-42e5-a2d7-47175d7d09a0,en,office chairs
2904,frames and doors for insulated vehicles,2946c290-4da5-415d-9d9c-23363fd8486a,en,frames and doors for insulated vehicles
2905,lifting devices for partitions,5ea18c24-0f4c-4a33-a163-460f0fd7693c,en,lifting devices for partitions
2906,professional furniture,94385a9c-a081-43f5-a15d-fa9e5f6b1ca1,en,professional furniture
2907,arte povera furnishings,b653f97a-5ed8-42f2-97b3-4372e114939d,en,are over furnishing
2908,food waste disposal systems,902a0934-aa33-4f4a-b1b0-621aca194f4c,en,food waste disposal systems
2909,production of stainless steel sinks,c267397d-5b09-4b33-bf2f-485637927a56,en,production of painless steel sinks
2910,air quality and environmental monitoring,9995f533-2dba-42a8-934b-d2246e8828eb,en,air quality and environmental monitoring
2911,air analysis and control,3f68aca5-30b6-4372-8f47-0efe494ff652,en,air analysis and control
2912,shower stall over bath tub,34ec01fc-bdd3-41fc-8434-a3873cd178de,en,shower stall over bath tub
2913,hydraulic and electric accessories,e7da35ce-6ea4-4c54-aa1f-4e3469ff619b,en,hydraulic and electric accessories
2914,taps for bottles,86662728-539a-445a-8543-1c63d4b071d8,en,caps for bottles
2915,semi-foam plastic moulding,9f253bc3-222c-4d67-9e85-29368989418c,en,semi-foam plastic holding
2916,abs chrome plating,3a5acde0-600a-474f-8d84-a4decbe09f19,en,as come plating
2917,artistic taps,d0db1596-f382-481e-9eeb-708475f7ad5d,en,artistic caps
2918,shower heads,8ad3e12b-f5f8-4b7e-80ae-5254427f3573,en,shower heads
2919,handles for plumbing appliances,f5ac91f4-2131-464b-bbdb-3c9c914cca6e,en,candles for plunging appliances
2920,bathroom spares,ec2279b0-80c7-4713-9a91-8ce6eb7ba30e,en,bathroom spares
2921,traditional taps and fittings,fd4b2650-b418-42bd-9552-a386c77569cc,en,traditional caps and fitting
2922,flexible shower hose,3a25791b-05c1-4f07-8136-29dc8c6b57de,en,flexible shower those
2923,manufacturing of bathroom taps,80761055-bd9b-4c4a-8b5f-fa17f044bb49,en,manufacturing of bathroom caps
2924,leather - technical and medical articles,642aaf1c-5780-4076-b734-e86117baf410,en,leather - technical and medical articles
2925,syphons,49397a3d-edbb-4931-b175-ac21a60d6e79,en,spoons
2926,scrap recovery,2b18fca7-c199-4689-8b18-03b4691b6909,en,scrap recovery
2927,website referencing and promotion,88d79b54-8061-46fe-9001-0cafe935515a,en,webster referencing and promotion
2928,periodical publications of health and social work information,1b85aec7-5479-4039-966a-cca8404749f9,en,periodical publications of health and social work information
2929,technical consultants on tourism and leisure infrastructures,62a95a5c-682b-4012-89c2-68f1307a2e42,en,technical consultant on tourism and leisure infrastructure
2930,inheritance specialists,f1eb868e-6fea-4266-82c6-bfc70a83489c,en,inheritance specialists
2931,engineering for waste treatment plants,b30cba6a-e20e-4e0b-8004-83e6895f5f44,en,engineering for waste treatment plants
2932,urban planning consultants,27cf7baa-87d5-44db-978c-b228e08cd263,en,urban planning consultant
2933,professional orders and guilds in the surveying and appraisal sector,e84573cd-cb4d-41d2-8783-f3a05851fec9,en,professional orders and guild in the surveying and appraisal sector
2934,laying of load-bearing pipes,9adb0794-b186-40a1-8c30-f508c9168082,en,laying of load-bearing pipes
2935,protection jackets,e922c87a-fc65-493c-a026-3963334339cd,en,protection jackets
2936,clothing for bodies and institutions,377da335-d6ff-49c5-8f43-2d0750e39f28,en,clothing for bodies and institutions
2937,police clothing,b561552c-8aa1-46c9-98c9-5560513c3a20,en,police clothing
2938,transfer of corpses,0a086871-fd98-4e16-91a6-247314f3d688,en,transfer of corpses
2939,cremation,ee1900ad-d4bf-4e9a-8188-a7036d112aa1,en,creation
2940,construction of movable scaffolding,c058752d-7602-45a3-8e4a-c97490fbd350,en,construction of movable scaffolding
2941,gas heating radiators,65b3054c-3e6d-45a6-9fc6-40ffb99b7254,en,gas heating radiations
2942,measurement and regulation equipment and instruments - speed,62b06a11-ec46-46cb-93d7-19604ce8fcaa,en,measurement and regulation equipment and instruments - speed
2943,oil refining - installations and equipment,9adb37f9-d7c1-4749-a277-2ee5965eab9c,en,oil refining - installation and equipment
2944,systems and equipment for gas pipelines,88d47519-6c64-4c7d-b7e5-512655fb9c3b,en,systems and equipment for gas pipelines
2945,cafés and bars - machinery and equipment,f4ce4ad8-159d-4a65-be9c-887edc8fde25,en,cases and bars - machinery and equipment
2946,service stations - equipment and installations,a74ba82a-a993-411f-b290-b07c68553883,en,service stations - equipment and installation
2947,chemical and pharmaceutical industry - machinery and equipment,f1cf402b-a917-407f-97d6-5f32966d2a0f,en,chemical and pharmaceutical industry - machinery and equipment
2948,storage heaters,f2575e5f-f47b-4399-9400-76216e222dab,en,storage theaters
2949,monobloc air conditioners,47821054-30f6-44ba-ad7e-5e69ee47fd23,en,monobloc air conditions
2950,"convectors and radiators, domestic",1bd6e28a-6d83-4a6a-a131-5de020d72742,en,"collectors and radiations, domestic"
2951,heater spare parts,cd075e5a-5fe3-4490-8c6a-f1cd3ea290e8,en,theater spare parts
2952,"water softeners, accessories, spares for boilers",2af2e67c-568f-4a1c-8079-1a5df6e98497,en,"water softened, accessories, spares for boilers"
2953,electric heating radiators,48f6c736-2bc6-4756-ba24-f0bc3797f914,en,electric heating radiations
2954,"heating systems, electric, for industrial purposes",3fb03ea5-1c73-438c-a52d-7ffd18dad0fd,en,"heating systems, electric, for industrial purposes"
2955,electric heating elements,ec8d5230-77bf-4ae4-89f8-5097afa51051,en,electric heating elements
2956,thermocouples,6ebc0834-aa16-4ffd-90b6-e71720438415,en,thermocouples
2957,flexible tubolar heaters,63bf3568-94e7-4225-b487-38ed512f8c2b,en,flexible tubular theaters
2958,cartridge heaters,83fb32fd-73e8-4172-83ef-6d0bb20adba0,en,cartridge theaters
2959,truck-mounted cranes,b4ed4b94-96c9-46e2-a614-49e1107f4523,en,truck-mounted cranks
2960,trucks with cranes for goods lifting,0d2f1d6a-ca15-462d-b65c-7ea49eb0f307,en,trunks with cranks for goods lifting
2961,crane rental for suspended platforms,beb2f577-9092-4776-8c25-9cc2a4e1fe6a,en,crane rental for suspended platforms
2962,transport of industrial machines,b341f90e-ff4a-4aa3-b258-0cc22fb18de9,en,transport of industrial machines
2963,"ports, docks and port services",aa9457b9-2057-4c69-a6df-7920e2aea758,en,"ports, docks and port services"
2964,shipping agency in all sicilian ports,884cc379-4e44-41ee-ba61-62bd1a1b8d78,en,shipping agency in all civilian ports
2965,freight forwarders logistics and chartering,10f275aa-0621-464d-a13a-8b9a31c3f6d6,en,freight forwards logistics and chartering
2966,shipping agency founded in 1929,17dc99fa-c8bf-4060-b726-cbfbf4bfb31f,en,shipping agency founded in 1929
2967,experience in all maritime fields,500852a6-0cbb-46e7-9fd8-a8c946fdb344,en,experience in all maritime fields
2968,tourist service,1b78fc77-c5dd-4e68-a990-2a63a417c1bf,en,tourist service
2969,car hire with driver for functions,cf985aa4-30ed-4321-92b2-8a433470cab2,en,car hire with driver for functions
2970,polyphosphate-free cooked ham,7748e8b1-a259-4038-b782-7642299962ba,en,polyphosphate-free cooked ham
2971,"architectural studies for sea, river and lake works",23d8eb7e-d6cd-469e-96df-0deab7c9dd41,en,"architectural studies for sea, river and lake works"
2972,hotel internet access,bbcd1093-e52b-4fb8-bec1-a6536ddb29e7,en,hotel internet access
2973,swimming pools - water treatment,b593dd26-04e7-4074-a331-e152bc8908b9,en,swimming pools - water treatment
2974,pleated filter cartridges,97c4dcb8-0b6f-4fa9-8332-0971900dbf02,en,pleased filter cartridges
2975,installation of swimming pool filters,fc6ae0c3-2d80-4bc3-9f5e-9ec51830b464,en,installation of swimming pool filters
2976,filters for the food industry,0e79b49b-3e60-4057-afee-5d8621be4fa9,en,filters for the food industry
2977,suction filters,7ae04da0-60c1-449b-804e-839e29dd5e49,en,suction filters
2978,products and supplies for water conditioning and treatment,d9955bed-8e09-478d-83aa-a18a701fefc6,en,products and supplies for water conditioning and treatment
2979,theatre equipment,5b96097f-a830-43cb-8525-6c7cc7663984,en,theatre equipment
2980,red earth for sports grounds,6fefb8a4-8e2b-4116-8bfd-764ab4c9a1fe,en,red earth for sports grounds
2981,tennis racket,cd41069d-f8fc-4cee-884e-9d1fd016b9c2,en,tennis jacket
2982,railways - operating,526719b1-caf2-4c71-aa36-4d8d65169fd5,en,railways - operating
2983,tapping - machine tools,3e19f5e1-45ef-4003-9601-e6ceb3599903,en,tapping - machine tools
2984,machine tool design,75975ce8-91bd-474d-89dc-8cbe5d7d6b14,en,machine tool design
2985,assembling machines,fe1eff02-ce6a-4c67-8e76-03ad70b55e59,en,assembling machines
2986,blister packing machinery,26341f73-9bcd-44bd-b2b4-b08154e1f369,en,blister packing machinery
2987,transport - cars and caravans,673f89d2-eeb6-4647-9e51-6db429347206,en,transport - cars and caravans
2988,transport - heavy loads,07fc03e4-61f7-4d1f-9d27-8c7b6ddc4e62,en,transport - heavy loads
2989,numerically controlled machines,5da2c7fc-8ee7-4bad-96cd-df5fe7ee726a,en,numerically controlled machines
2990,number control rolling,87ca4a61-5c7b-4132-abf7-bc082ab60235,en,number control rolling
2991,latex foam pillows,2f320d16-a078-4189-a248-48a4dd83120b,en,later foam pillows
2992,wholesale of mattresses,a90e18b1-2102-4a71-8c0b-4c4ac3f22e8d,en,wholesale of mistresses
2993,crane assembly,a1e7f141-d4f7-4872-b0eb-b0e657ef3dbb,en,crane assembly
2994,crane erection for the building sector,4cd27086-1c73-4926-9761-d379538d70dd,en,crane erection for the building sector
2995,design of commercial premises,c822f126-22b5-479d-bdc8-af030978d1fe,en,design of commercial premises
2996,office design,0c74aa84-e57f-49d6-b027-b3e242d282e0,en,office design
2997,annealed stainless steel strips,ebd9c9a9-1a87-44e2-86c2-3e307adcc0e9,en,appealed painless steel strips
2998,suction benches,a0064ac4-a810-475b-af8c-5228f6e5e757,en,suction benches
2999,industrial fume reduction services,584bb79d-63e8-4c63-aac6-19d75d4435d5,en,industrial fame reduction services
3000,filters for air purification systems,4f1a94a1-7cbe-4441-a9d7-862923605ca4,en,filters for air purification systems
3001,cold rolled steel strips,ea4f0ee6-cfbe-49b2-b9c1-08dddb68f01e,en,cold rolled steel strips
3002,winches for rolling shutters,33578cef-525e-4071-a2bb-0ad55e8317cb,en,inches for rolling shutters
3003,firefighting vehicles and equipment,00af0934-65e0-4d4b-b62c-220112e7fce3,en,firefighting vehicles and equipment
3004,machines for producing wooden blinds and shutters,cd500a80-5ac6-4618-a426-550af8e41e87,en,machines for producing wooden blinds and shutters
3005,synthetic resins,81b39d55-c238-4dfc-8800-cab28d860b50,en,synthesis reins
3006,sound-proof barriers,dd7be8d9-0d8f-44ea-b5e2-efdfc3440f24,en,sound-proof barriers
3007,cutting expanded polyethylene,002fb1be-f3de-436c-854a-4645ed21cb47,en,cutting expanded polyethylene
3008,soundproofed rooms,c1e3093c-7d12-4c75-a435-1e58f26073dd,en,soundproofed rooms
3009,soundproofed booths,99c19254-60b1-429b-8ace-5a586c616cf7,en,soundproofed booths
3010,table football,d8ad428a-e9b0-4f74-9160-726a851364d6,en,table football
3011,football sports centre,c2b0fc6a-6107-4686-ad26-2992c912344a,en,football sports centre
3012,multifunctional gym stations,c7622d48-4239-4881-aa68-38dbd2c3aee9,en,multifunctional grm stations
3013,"clocks for belltowers, churches and public buildings",5c6c313e-cc7b-4caf-bc9c-0bd29ff0706d,en,"clocks for belltowers, churches and public buildings"
3014,tower clocks,e3df14b7-e316-4615-88c1-9787d66a987f,en,tower clocks
3015,bell service,caa5fb2a-eaa3-4bbc-89c3-032f40ee4f0a,en,bell service
