Unnamed: 0,products_id_x,products_and_services_x,EuroPages products_id,EuroPages products_and_services
2403,3489f997-254e-479a-b028-9b8662af8496,filtering units for air systems,5489e5a5749d890a842e182e08e182f4,filtering units for air systems
2404,e313f942-f59b-42f9-af51-e40d725c6e0f,pasta line,b0d64878c94b8beea4e9dde89ffa422e,pasta production line
2405,91d98235-8b1a-4f14-a70c-4afcb2d0846f,pasta plant,,
2406,0f2c1f19-29d3-4d65-805b-ef93ab02f7b2,pasta manufacturing plant,,
2407,617c63c6-ef6f-48c2-a85d-979ef27d390e,work to drawing,ebd26648be3a0a8b0918ad823820bef4,work to drawing
2408,62bb504c-8457-4768-b3e8-a7d2ad9678aa,liquid food installation automation,a5483afeb9b8a7bebf1bf4a86586e008,liquid food installation automation
2409,55a63bed-1f3a-4d15-9fe3-b35fb4dde1f1,microfiltration,e9999e1766828515de2b622f01f718c3,microfiltration
2410,aa3ae679-9800-4153-9f9e-4f5f26bc51e2,paint stripping,f0683e087494255d570e587d68a2a880,paint stripping
2411,f9483620-1b58-49ca-b55c-68f7bfa1aac5,natural circulation system,21f138fef6a4f6b1b8fd0ce7407674e7,natural circulation system
2412,49d920cb-1773-4085-b57f-567b38b72ee2,pipes and fittings for solar energy systems,785dd2cbd2f2cadc25b6e8a1a2e6075a,pipes and fittings for solar energy systems
2413,e5e7293f-b121-4fe3-8faa-a4df4b44bd50,solarpipes,2cb8a371deb99be049e3e4c497c238f7,solarpipes
2414,b95d1ed2-a9af-4e09-b93a-ac1b255b6118,filtering hoses,e844d45ca336b28b1ee88448585e418e,filtering hoses
2415,d1092289-4981-4501-a307-ee0644e41b01,welding fume exhausters,0ea1ce82e8c054105dbcff3f455a61f0,welding fume exhausters
2416,51287222-d57f-401b-8bcf-f4a06ac6cdcf,detergents for zootechnical plants,514c6c00a00c0435d0b6801406ca53b8,detergents for zootechnical plants
2417,2095dd45-f7d0-4576-b245-242ac1c087b1,steel drawing plant,2d28349cefdbcc3156cb837d93a4b452,steel drawing plant
2418,44aa8455-b3b4-4f1f-9fc2-8d90e91c8182,cold-drawn steel bars,d3ffa573c5d7299cf93cf519ba871a1f,cold-drawn steel bars
2419,1f32184d-0351-4ab6-9b52-6124014b8493,cold drawn steel,d742c08dc7566d31f14b3ad7fb5c6975,cold drawn steel
2420,6d892881-81c9-4f9f-93e5-539a2fc7e430,lead-calcium batteries,5a80d45f7d8d8c751f230507f6869ab2,lead-calcium batteries
2421,6001156f-6a5d-47ea-af81-d545972bc5b4,indoor light bars,5be43bfab8f88efc9cdc9a7bfd6a3788,indoor light bars
2422,ae200771-842e-47ba-816e-6d41c05aca3d,refrigerated system repairs,57ade749b6acc4c035057620b41d1ef7,refrigerated system repairs
2423,1c65ffe0-275c-4b1d-80ed-86315839b9b1,environmental protection,ffb2830dbabde043671f1810500e5842,environmental protection
2424,2a814fe9-b4df-4c14-b1e6-f7448c7379ea,dust extraction,18a34f22fb38a01eb2a2ef3aef5d8231,dust extraction
2425,2519839a-6f40-42da-b635-48fa83c3e419,spinning plants,,
2426,4771de31-d0da-4b68-a67b-92a913dcabe1,hot pink,0a3de88313e01f2cdc6332e43cfcbb04,hot pink
2427,af04df9e-aa1f-415a-afa3-5712d0eacbb3,steel profiles,60f88c4e6bdc8815ccfa072186f02eba,steel profiles
2428,04c10dec-f0a6-464d-824d-c87233628112,cartridge filters,75267fb8ba394c60a8b7a30e8284281b,cartridge filters
2429,0417d9e6-df1a-4d1b-bd16-7cf95273303a,design of hot galvanisation equipment,cc68adf471e083307d5b4bb89213ab22,design of hot galvanisation equipment
2430,466ea4b1-504a-4de3-835f-975e7126fdef,hot galvanizing,47501ebfe9880eeaadd1cd7919bdfcbb,hot galvanizing
2431,2fef4eba-44e4-4c85-b5f3-90f4e26cc67e,tube galvanisation plants,aa753b4a098e6f04d3a29275ef1ceb84,tube galvanisation plants
2432,f20f35bb-d8ce-459e-9a6b-f304fbadb0ec,aluminium machining machinery,47a6aee37d017c27fe0f08cf5c09b215,aluminium machining machinery
2433,6c53457d-7c98-42af-afd2-a34c78d8d8a2,storage batteries,5c24331d4eac611d24e24d13ed434a03,storage batteries
2434,89e7d515-16d4-4cbb-b35d-a337791ef3e0,gas storage systems,7a2c262f7aeb9e522936205c49ab19c6,gas storage systems
2435,2da3b5e8-43bc-4c61-a45e-facc49d06778,sewage storage plants,a6931833ec1d8df2bf6f64e9fbef851f,sewage storage plants
2436,df7a7094-bf91-4f4b-81ad-c17e16f12e74,jewellery and bijouterie,d5d86ca8edf99aae62ac6a1dc9bdb83f,jewellery and bijouterie
2437,15c8a537-89b4-4e99-ade6-65f01b4d4474,wedding bands,ffb9b00a39d8096c7d73f8b30ae08901,wedding bands
2438,1df45e45-3c5a-4c3f-a24a-f175d07017c0,microchip,f7962ad60e8c8ec26481358db76f7f6a,microchip
2439,731a549c-22ad-400a-a493-8f1f09c83a95,cogenerators,c0223665bc46b4a740fac5ae44936935,cogenerators
2440,29022a37-cb62-49cf-8df2-0f1a59ec5f0e,cheese-making machinery,dbef62320be16a28d24d95a2606e9e54,cheese-making machinery
2441,b3d8e29f-1657-4826-bced-6b2a669a815d,plant testing,c5dfd130245c96c1ec37951a8d4ea8b4,plant testing
2442,78bc782c-cd73-4cf4-8877-679cb701afa7,vacuum cleaners,86faa783464be4daa13109dbde43c9a9,vacuum cleaners
2443,be676ab8-701f-47f6-afd0-22b7e77706a8,boiler plant construction,78f9afd6688c0dd94a51774868b3b796,boiler plant construction
2444,e403c36c-f837-49d8-9ec1-f9c7170d50c7,cannabidiol cbd,,
2445,2904cc1b-c3dd-47dc-b58d-33212f09e07f,cannabis sativa under 02 thc,,
2446,22a6574e-85bf-44c5-afa2-253872c2d28a,terpenes,,
2447,a86b7cc4-eeb9-4655-bb22-64b7a28cf4bc,nitrogen,1e9ef3ba495fd4c6531b2841fd404a17,nitrogen
2448,025672ad-32c9-43d7-8ae3-901bbdaae93b,valves for cryogenic equipment,5477fc9d267ca63960ab751919a92110,valves for cryogenic equipment
2449,bf377c72-aeef-48ff-bf01-683337e05a23,parsley,ccc6a8707d4dadd6b87094bd14969cae,parsley
2450,8bcbf1fb-2b5a-4fb6-ae9d-161995354952,oregano,5043f5753eb543321da74f9710735212,oregano
2451,74da51b6-a778-420c-bf53-5174ef1ea943,tobacco-substitute cigarettes,b3fe32d25dc4f78850ff4deee3ab53de,tobacco-substitute cigarettes
2452,c9ffdf25-0c19-4d07-995d-79c2ad38bfaa,air compressor repairs,04a4e00c9876ee8687b0ef349e9ddf9d,air compressor repairs
2453,d19ccaf4-858d-4a25-84b0-e2c97f064f0d,pellet systems,162ee3f7840b1f0b6c7ecb63eb54d048,pellet systems
2454,cb32018a-8fda-4c04-a982-33790e7db85d,mill plants,e41edca3943e745d14a9fb2ad0c4f124,mill plants
2455,73eb5a30-5730-4cf0-860d-665ee63608dc,petrol,f132ff045dac3d28cb540ade34cbb8de,petrol
2456,7e7e8261-a464-444c-a051-57cb805fda33,component for plants,1b6c1fc7568aebae1b405f2171bbd82d,component for plants
2457,39c93da8-0801-4394-aa4c-cb310bb65fc3,kindergarten furniture,4140aaa1de93fa2ee85145f3719a9364,kindergarten furniture
2458,2faf160d-4866-4167-809d-415be065d02d,loaders,cac8ce8b27191c20fa2d52c22a2ecb30,loaders
2459,6a148b0b-6aea-487d-88a7-3e126e713d4f,dosage systems and systems,5069bf8c05643a4da83923cf5c5d80cb,dosage systems  and systems
2460,b4352ccf-d9e3-4eb3-a353-81a24378e085,commercial refrigerator cabinets,3b363117418deb38d4e84d7e49eeee93,commercial refrigerator cabinets
2461,52fc3481-6a4f-4f72-82b8-08b5f87a29d5,refrigerated cabinets for bars,5033fcdfedf3094856c0435492d9c9f2,refrigerated cabinets for bars
2462,f721b8ed-7ac9-4140-bbf7-c3ad2be5b8ce,refrigerated cabinets for goods storage,e5821c4f40b91c201e1ef34deb500419,refrigerated cabinets for goods storage
2463,141054e2-0d4a-4adb-8a53-567023aaed34,refrigeration cabinets,2674038d79f3e6ac1734cab21aab8bb2,refrigeration cabinets
2464,ce155db2-2e9f-4360-bf1e-cf764af6a8f1,dry pasta plant and equipment,e840f6ee2094b08044c6551c2a89d7db,dry pasta plant and equipment
2465,82f6c076-02ed-48dc-979a-524e105e2703,"refrigeration equipment and plant accessories, parts and components",a5927e318d62410378561ce910b4ee2b,"refrigeration equipment and plant accessories, parts and components"
2466,9037f593-2def-4e00-a56b-e5d2e04a4e67,demoulders,ddc3ba57d8608dc1aec3a3d157276253,demoulders
2467,bc53d5c8-290e-46b8-8a18-31efa74011da,refrigeration equipment and systems for goods storage,e6fea0fef3f49c1ce0a5cdaf0b7dad79,refrigeration equipment and systems for goods storage
2468,94a5d469-5ac5-4e9b-a8af-baf323adb4bc,stainless steel kitchenware,c50e69f58a92d5ee720db791ddaecc57,kitchenware
2469,dc87c090-2d1e-4ab8-9e81-62c45b240170,professional scissors,1a71bd761dc5fa7777c754c07ded35d3,professional scissors
2470,20a7a3bf-9667-44df-9d96-fa0c6016585e,accident-prevention articles,8053659e0b4edcb9b4f7de9eebcd3729,accident-prevention articles
2471,cffa8567-7896-43df-a667-7cf7e3a7b6c6,d.i.y. materials,e1a831a96104554cfebb2fc066d9f94e,d.i.y. materials
2472,a3a13a89-279c-4740-9109-9a4ba14320a7,tools,8625e1de7be14c39b1d14dc03d822497,tools
2473,de266563-dc52-43cb-8b42-9dde24326a51,boiler rental,4b899e3c0e7df687e62131f9b7945e80,boiler rental
2474,eed89329-c72b-4cd7-b35c-11d937f444ce,steam accumulators,ad8ca70f7b3550ce8d540c139c9d2705,steam accumulators
2475,17556090-2075-447d-85ca-7342c0bd6d3e,heavy duty valves,,
2476,1439ee45-ddf3-44b2-b49b-c14d26de0a39,air valves,24ed456d73e1ff1d6222310a24b159cb,air valves
2477,6db6c523-0c8b-47e9-80c3-7193c9ce8192,pump assemblies,,
2478,d548d4aa-fd7a-49aa-a156-b8d4e16de1da,squeeze pumps,f319a93b34a141f205f3e47fa5c54881,squeeze pumps
2479,83052842-354a-4f1f-b873-5c04be8cb9c9,water decanter,,
2480,49c721c0-3ac6-43fb-ade4-8a5b06d7bc35,retention membranes,1306542dc45cee1986d396f5ed84d710,retention membranes
2481,956db20c-31e1-4268-9aeb-3b43132cb817,fuel pumps,865e3422e2a722c63c45a53ca7b8e61f,fuel pumps
2482,84ba6d42-8ba9-4e13-8f8a-2fddf78f1c3a,penetrating oil,14fe78b2404d1719fe748bbc013ae3af,penetrating oil
2483,4ff4e881-195d-46e1-b6f4-df8626574b2f,descaling,a72213c25d610ab97af01ede9f6a8301,descaling
2484,f814476c-dd00-4bfc-a56d-385d8535f98e,hydrodynamic washing,3999b436a86661826001c22347604ae4,hydrodynamic washing
2485,e68f94c9-123b-406c-9f3c-4a7a792214c7,dust suppression systems,ba5fb55ef4e2410661868f685c1f49fb,dust suppression systems
2486,bd277373-e3e6-4b0e-a7a7-78c854b3bff9,cyclone separators,2c79a243de63306703fe1efdb0815e62,cyclone separators
2487,37baf46e-46e0-4456-96e4-99228d01aaf6,fruit juice pasteurisation systems,56271101ffbd8c58662a46e090d88cd7,fruit juice pasteurisation systems
2488,0abd44ea-23eb-40e2-94aa-0a0e2d796ad4,underwater pumps,d3ea2cc84f2ce534c9ff3b72a44e9de2,underwater pumps
2489,bf135eed-a73b-46b2-855f-22e206edf836,electric compressors for air,4c7c2ead7507323791028bb77c1a4fed,electric compressors
2490,eb9a4e08-c524-452f-8c5c-44ca54596824,box transformers,159c0f720db91e26b333ad16ef8675f0,box transformers
2491,4611f2e0-4d38-459e-a788-1ea674f8cccb,load adapter transformers,,
2492,2c0e7f31-69c0-4b98-a797-19df374943f7,electrical transformers,380979f0cfc8ebfa056a8379d7e22a6b,electrical transformers
2493,2f0cdc11-4963-4a74-a290-c37f95039684,flanges,5e60c796f201b5b6b048eeac142709e1,flanges
2494,24a00034-0abc-4db9-8394-6276e26ca2cf,fittings,d09d62db3bd58a3410ada7a3325a9eea,fittings
2495,32acb3e4-6d7c-4aea-a9b5-055f67861a7c,forged fittings,bc3e0377660697cb2bc7d23018552043,forged fittings
2496,f5259bea-df93-4c6d-bd7b-1721c09aa45f,valves,e86b7f73ed07ea3019fae04a7b432867,valves
2497,bc88dba4-d05a-44d4-a793-dacc7850cc23,filter dryers,,
2498,20d2f98e-404b-4074-8832-87621c24838f,glasslined equipment,,
2499,5c66f8f8-b89b-49e6-9105-92886ffc6088,vacuum dryers,,
2500,f95b8e59-0c59-4807-9cd8-b0d14bbbd091,flowmeters,dfb985ffd020feee5dd6e11d4be14fea,flowmeters
2501,831e7db5-f64d-4bc8-a261-6c74afe36900,dataloggers,7fb201c85ea9e2b7fec503b705af158a,data-loggers
2502,c583a7e5-6472-45dc-9cb1-49505efe0388,water,,
2503,e47b1d42-a4fe-466e-a067-c130345c2a5c,networks,,
2504,d428529c-36ce-4349-9be5-2f2779763f78,hot water storage systems for solar energy systems,b2ab2a38241cd37f961a5cdda26fb3c0,hot water storage systems for solar energy systems
2505,6f2f4330-a07c-4ee5-a525-e993b90a5335,fruit and vegetables produce brokers,4b3e543b52edc4f7182445f5710400b4,fruit and vegetables produce brokers
2506,d60af5df-a8b6-46ca-b756-1a4a8bc3e332,winery,3064efd2f260970799cd652a5ed4d875,winery
2507,21722eb5-9376-4143-97a0-ca24ebdb6ff7,volleyball courts,,
2508,0a50394a-3176-4f81-8095-a5bd1028b855,social services,,
2509,1d36fdd8-399f-4bc8-ae87-5305f3ad8b2f,day nursery management,,
2510,442563d7-f5a9-44d5-a00a-2f50a7624085,plastic materials trade,,
2511,f3ef5d93-c0c8-4d3b-93bb-cd3802d18411,jar caps,bb93a2b8e0b25abc50ccc87dfb8ae2fb,jar caps
2512,5a16222e-864d-44ff-a43b-b8b1aa44ea1c,granita machines,222957fd8293fd6870b1c1a25921590a,granita machines
2513,e1f0b47f-0bff-4834-90fb-28c93eae4f7e,council contract,,
2514,089611b1-a54f-4b08-90d9-ad2975ddea32,puppies,e56294638b2d3a95a132c2f967084449,puppies
2515,632cdf2f-25bd-4190-bf02-7c3e681816ca,rpet flakes,,
2516,c0a3c60f-721f-4906-9eb2-38f928d632b5,pet collected,,
2517,e8216ff2-925a-4f59-b886-c8964935d2d4,polystyrene recycling,5298d41ca884753dc5108759a86284f3,polystyrene recycling
2518,e22894dc-a9ca-4c80-ba98-a26272d8498f,polypropylene recycling,,
2519,f7abc303-9211-4eb5-adeb-69966015ded8,pet containers,0ac28143a31c83fb9d27c362ea98b814,pet containers
2520,37b6849a-7d0d-4d97-9afd-a2dc09bc2812,hdpe containers,,
2521,967afefd-a0fd-46b3-a301-ca090a5748c2,plp containers,5382aaf8b3d2fdeb6717f9805b0dd511,containers
2522,91756aa4-2fce-4fb9-8f75-b9d30697e2f7,pvc containers,,
2523,3e0f27d5-8d46-4951-aa3c-d862c9440dfd,automotive industries,,
2524,d2045bee-5135-47f1-8616-c6990539823e,biodegradable urns,,
2525,5c65e021-a9e9-4a77-b86a-b64d1c7b12cf,ecological urns,,
2526,a06b24d3-4bd7-479e-8eda-d4d65a731687,urns for pets,,
2527,f9e7dde6-694a-4012-9a1f-c508c4338e72,cibo per animali domestici,,
2528,4e17d33b-fc9b-416b-9cd1-00fc2d890f6a,cosmesi per animali,,
2529,065c6f02-cf50-45c9-9122-e8193115da7e,snack per animali,,
2530,b8da64df-c061-4559-8adc-3647f7d37e08,produttore cibo per animali,,
2531,e838f8ca-2a2a-47ab-813d-0988622c0bec,breakfast,,
2532,a85e021b-c4e8-4bc0-a315-bab8fb902f94,bowls for dogs,eecc0bd532a9c5943edc9afb40f9c412,bowls for dogs
2533,9bdcff7b-4816-450d-99c7-01729a9005d1,urn manufacturers,62199e4f7ca99fe38e5cc7ffd9b00f31,urn manufacturers
2534,a62b231e-4805-46c0-afee-f1acb4ee51ab,"caps, metal",d48f2667aa1ccdc08414597162d1ff6a,"caps, metal"
2535,616a3dc8-8bba-4565-95ae-70146d7b29af,plastic caps,9f2caa8194d560d7e5089fb16686b501,plastic caps
2536,5eeb68b9-898c-428f-8aed-2254b61c4576,zootechnical accessories,433785f04330d1cea20ad25b2b7f1159,zootechnical accessories
2537,b6e14726-3e12-4607-871f-3726cde6b562,metal cages,68ad7d7cddcb6f0ac1c4c7667393a78a,metal cages
2538,e996e024-417c-4f61-8168-8f13a6853963,funeral directors,47eff5e57ab4e8b2ba155626b9ee825a,funeral directors
2539,b6f133e7-78ed-4117-8dfe-b5b2b38bd926,pet resin,,
2540,21d6dd7c-71e2-4a3d-8982-9d7c40d76216,pet chips,,
2541,284f4774-8439-444a-9307-8c9e3a223510,pet granules,,
2542,a3213e9e-7935-4071-94d3-8bf80b7b1caf,pet plastic,,
2543,9080cad0-bafe-475c-a2da-b8bcfc470e3f,4-star,,
2544,37846404-9195-47a1-a423-69dd1b78053f,pets welcome,750e92a6a691645ba02c20d6620583e0,pets
2545,b96b5041-2c13-483a-a5b6-028ae74d63f3,garage,,
2546,1d00740f-481c-4caa-939f-5749441e574f,moving,,
2547,8073ef99-d229-43d3-8aea-cb0594b6baf5,pet transport,,
2548,788f4c83-5af1-4f34-8589-b2b5b479b227,veterinary instruments,03a1269dc959aa17dca59c221a13ae87,veterinary instruments
2549,64448439-e28e-4f5f-806a-0811bd119371,turkey ham,b3b46681ebbfe9039a059bb2da1def88,turkey ham
2550,563e86d7-11a0-4a90-9d30-d357bb3e51cd,lead pigs,a3847652ebfb99b4cdce82d7f54e8db0,lead pigs
2551,a6acaa11-fe1e-4034-9ef8-78cab9de3863,lead,a745d95c3ce1d9bd6757bbc4bfbb13f2,lead
2552,807ea5a3-8cce-484f-814e-17b40898f5ed,"cast iron, special grade",f81acd2fcd7e2c54830e4bae3c0b7847,"cast iron, special grade"
2553,03226d9f-aadf-4a3c-873c-a4153e28f7eb,infant pyjamas,1da8d6205380bfd406748a3580489f0c,infant pyjamas
2554,948f59b6-95d8-405b-bae3-2d4bacefce99,abbigliamento bambini,,
2555,22a618b1-ad9d-453d-b959-ca89f6f2c74c,giochi per bambini,,
2556,31581237-52ec-4aaf-9419-afcdbce8f5b4,flask fillers,257a1ff8ccff8f7b80c8f4ac92176775,flask fillers
2557,e3a93601-5a00-46f7-8eb2-ecb8b4416375,cosmetic fillers,c6ffaf3cf6640ec11b636f2a2db99d30,cosmetic fillers
2558,0d60efe8-8e20-4de1-84a7-ad17b161614a,organic skin-care products,434720944b2a1153390fa0405cdc676e,skin-care products
2559,6cae3bd5-45d6-4757-a715-0552e18094ba,vegan cosmetics,3456bc0d8e32443f9983b0e3215fee49,cosmetics
2560,9303ac61-e7e9-4fad-8f2d-274d9baee15f,bio cosmetic products,c92e906ecbc669db6e007f9b10e2c32f,biocosmetic products
2561,ca07a9b6-23c8-4440-9b8e-1dbdd0fb9893,export cosmetics,,
2562,6fc422f9-d420-4fca-8a74-fd299b9f8688,travel,3fac7288dbc045b234fde61225fae806,gravel
2563,5d4b1625-c674-440b-8381-63fa525086c7,topsoil,,
2564,2718371a-ecbb-4a52-ad88-b08379d90b4a,derricks,a8f0229c9e2533c58e82981a35d4fd25,derricks
2565,e6b6e29c-e6f6-4740-952f-4833fe3860c1,multi-blade cutters,503ee2e5a82017dfa4d98842ca57a37e,multi-blade cutters
2566,6bc20e9c-0acc-48bc-b380-bd0fde48c7c2,soil and environment pesticides,7c91965f32ff4b387c13c21265d1b8a1,soil and environment pesticides
2567,4f4c626e-2a2b-4f84-952f-fe5b797eca20,rock hammers for digging tunnels,50f73ddfde27dfee7a429a035d66f293,rock hammers for digging tunnels
2568,a5a227f3-714b-4989-a498-a2564ea58915,avicultural industry,0ba680c3daf97a8b00b344ee8e1bce21,avicultural industry
2569,4c63820f-cfc2-4d5c-b59e-05eccc91a9bf,sheep's cheese,1e4bcf05c0e8b04983c3aadc2ee744e9,sheep's cheese
2570,e5cd2d21-5de1-4079-834c-74c1df55536b,lambs,1b02fa146bac7de29f959bb70ab88682,lambs
2571,5e4c72f5-8a93-4e40-b232-2677bd441f57,animal textile fibres,f3e0c49cf3a525b71ca805267fed9dc8,animal textile fibres
2572,3e771591-b1d6-4052-9b92-157446c2d92a,textile fibres,148b74f82b19f7694c019df6f67b2b68,textile fibres
2573,eb2a49f6-9afb-426d-a5d3-e52b01937107,milking systems,e2c8e41fa25d1c5cd430ab3663f67665,milking systems
2574,ae59d9a9-1c22-4a2b-ac37-f04705ba3284,buoys,25eb70dc1b6feb3d14211a23c01a489e,buoys
2575,a609c7db-f879-4e69-a951-84e9d6adcaf8,asiago cheese,1ef6bc9298389b0614f6a1e5d70b00b3,asiago cheese
2576,637b34a2-c1dc-406e-b916-b326d8fe874d,caciotta cheese,a7ccb903616f6ac64885da1b34c436b5,caciotta cheese
2577,d4df5473-5222-47a4-811b-5342be61976a,fontina cheese,665ba27e9c351ca5a2723b23b3ddb7d0,fontina cheese
2578,86b93249-7b4c-4922-9af2-570954201307,gruyere,9ad6a7d8cc91cb77428b8fe705bedb88,gruyere
2579,fe64267c-ec00-4e1b-80e0-ab9d149e6173,smoked provola cheese,40e6cf13119380f44b266b0a0f205305,smoked ricotta cheese
2580,20b48095-4221-441e-bee0-81d9b270667e,sicilian cheese supplier,,
2581,b5e32ed3-6427-4f23-b70b-899fd36677f4,italian cheese supplier,,
2582,8bfecf9f-599e-46f6-b9b2-100c2bbeb689,carpet rugs woven,,
2583,27f77f44-82a8-4444-941b-7d2898ab3339,raw skins,,
2584,3460cc12-4af6-40b6-9cf4-83fcad889a56,fur skins hides nappa,,
2585,52cb09d8-8597-4ae8-9ac9-5fb184146af9,pienza pecorino cheese,58e5c53c9c516149633fc5bdb6d1ec95,sardinian pecorino cheese
2586,7e4d4d64-182f-4762-83b3-eb2fd5db6be7,sardinian pecorino cheese,58e5c53c9c516149633fc5bdb6d1ec95,sardinian pecorino cheese
2587,6fdc5c40-911b-4b19-b8d9-134df06943e7,milk,e89b2cbb7d11825a67459af2249064de,milk
2588,cc842932-6a23-4aa0-8b8f-1e5dc04d405e,prodotti della pesca congelati a bordo dall'irlanda,,
2589,1decce94-7ec4-4ff2-80fb-5c180f7c7829,scampi porcupine ed inshore - calamari - pescatrici,,
2590,990879dd-e7b6-4687-b5a8-a9233badfc3e,textiles - machines & equipment,fbf78d9ffab9c9b261e5cae9a80c5cf2,textiles - machines & equipment
2591,2ab85c9d-6a13-415b-b3bc-297d9d0a08c9,fleecers,,
2592,84ac518e-c4e5-436d-abdb-22dd9cf2a8f6,grinding machines,289ed5ea942aab0427891996359b002d,grinding
2593,9f55d314-2325-4470-aa4b-0e5c7519842e,textile accessories,a2e452a1392617fcc9b045ce8e0102e0,textile accessories
2594,5f4d715c-d89e-4aca-b52a-b596962f6a21,plant textile fibre fabrics,38dc9542adb0d89883da57b1e42a1829,plant textile fibre fabrics
2595,ee2563e0-e9d6-4632-9852-3fd6d191c3c5,nonwoven machines,,
2596,900093b2-a7d3-4d0f-b706-554078d169c4,calender,,
2597,2358fcfd-ad9e-4999-85db-6edeb84709a7,textile calender,,
2598,dba529e8-e877-4b4c-b1ff-b0390faa78f8,textile calendering,028dd8cf9d74c1a08b942329faae7f15,calendering
2599,cb359829-2c47-41c7-85e9-6dcb1412ff17,pumpkins,92003a51e2f0b07e8faee87acb955c0e,pumpkins
2600,8626faf9-64e4-4370-8de5-23b2d33e5b03,bulletproof doors,5ffddc634b402d612f9712d12fb3920c,bulletproof doors
2601,3aa3e68f-0be4-4621-9f13-ba7239338301,blast proof door,a379589861bc811790296b0a579f9650,blast proof door
2602,d1fde3b0-18bc-4930-921b-025485eed206,shed,f3c60d81f14787a84552ce030d47ec1b,shed
2603,cf217276-5c3a-4288-acd5-f425b4104a39,residential prefabricated structures,85ce3abcac72622a0e2e129d436e30ab,residential prefabricated structures
2604,260fc5be-6bea-475b-a508-1459e013d9c0,moduli prefabbricati,,
2605,bac58059-5816-4eeb-ba9a-4d76ad7a1026,biogas and biofuel - energy use,772bccc6b844cea2744d36b73d197c12,biogas and biofuel - energy use
2606,24b677d0-c76d-4b04-b986-5c4300b07818,fuel oil,861c6d54a5e19ec81c0ece7fb1a1b964,fuel oil
2607,1ebe2fbd-fc6b-4f61-ab35-346882e5e507,resilient floors,52cad312e954b21130df87fe3e76216a,resilient floors
2608,042fd144-3479-486b-824b-ba16c0e0debf,lamps,8566e5028e63ca723938a11b1f48694f,lamps
2609,07024745-554d-4a9e-900b-6d0868d719e0,concrete mixers,2d81a2a977e6922104445b14dfac61c4,concrete mixers
2610,7e7b1546-c165-469b-b8d8-d2f6a41b5316,concrete skip,cbd3f563ec10c1eef1011220261dc447,concrete skip
2611,41afc374-e771-48ba-bec6-c19f3fb41852,dehumidifying system,c135acb996aaa1f7319123d716c2cb31,dehumidifying system
2612,65928f98-a5fd-4b95-bde6-56ce63309b12,manteinance,,
2613,0fa6fe1c-f30a-4362-a2cc-cda4221bddb0,chiller,68c1bad18ce93ec43a303e7b780b1e3e,chillers
2614,5c09f8aa-998c-4c18-9073-696b9210b34d,steam condensers,81ac7c8c0b99f4808412d6e6fbdbd60e,steam condensers
2615,565c8961-b3f3-4924-ab90-4c833147a132,lightning rod,4518695e537a03652332909668bcab58,lightning rod
2616,714e605e-7a44-4fcc-97fd-c271180b9f06,pulleys,d905cafca24e8ae8d7c7c5399310b316,pulleys
2617,9c91d502-7b0b-4e4a-a75e-c04869aa92da,precision casting,0593f382dc956f3befd32395d6128660,precision casting
2618,0ca9732a-ddef-4a7d-bed1-08b89e800246,cone pulleys,,
2619,f55c719f-c031-4b39-9dd0-0feb909bc15b,aluminium injection,940d5483616e4d5b66b4582be8451d78,aluminium injection
2620,875d0dcc-8045-40e5-9fed-b6eac449b5d6,poly-v pulleys,d905cafca24e8ae8d7c7c5399310b316,pulleys
2621,aeb06e8f-484d-4abd-9ba1-dd8fdc7dc116,spiral tubes,4443581e503253aae63dcd09c789fd68,spiral tubes
2622,67d7a487-6d17-4649-a240-baa5325fb192,diesel tanks,44ecc8e28d39a24b63a89fa33147e434,diesel tanks
2623,d0339c33-67a7-4b65-82ff-7340f7315efd,made-to-measure garments,160956f21dfad2144280fa27e9e09a65,made-to-measure garments
2624,e88d90eb-4360-4b03-adde-869fb49dc8a4,womenswear,3c8ef50877e8a7f2935980751a093eee,women's wear
2625,b84aae88-e65f-4010-85f2-e2f13e310ca0,granite surface plates,07d76f82b98e0cae6e106d1dd122a05b,granite surface plates
2626,4f255906-2a43-41f2-bd56-f6d4dbed904a,hotel equipment,9d6ae36727bd821b63d5ab1b69aae699,hotel equipment
2627,cebc910f-d753-41e7-b8d3-6181dda6228b,industrial and civil electric circuits,c83dab0e609dacdaa5c63746968b9703,industrial and civil electric circuits
2628,c2258fa0-7e71-481a-944a-a50730141f90,miniexcavator hire,1b12e358c5bcf26e15a73ffa80c1f6c4,miniexcavator hire
2629,946f4db6-7e03-4ba8-8aad-ad2d2cfd0bc7,ingegnere,,
2630,a674f429-58d1-4cd3-97ea-74d05b9f5dd3,ingegneria,,
2631,8674b4ce-8ace-44dc-8754-714c434bb49e,ingegnere olbia,,
2632,43ecc8e5-e89a-4f89-b98c-9f27c0e4e0bc,studio ingegneria olbia,,
2633,c772e00d-c4dc-42e1-86e2-988a00ae2484,rock barriers,20284427b3ee482555cbd64a98e25824,rock barriers
2634,787550f1-27c4-4af6-872d-d44eae502cdc,marble sculptures,eab5f3c0ff386bfcc03daad19037ea4a,marble sculptures
2635,c17220d6-c4e7-4112-b78f-8e947e3c8907,solar power,c5b33a48230ea3ceddd5861adc09cfdf,solar power
2636,9c777a2b-9d5a-4206-b88e-a307de85d8cc,water refrigerants,95bc9ed5cb722240fce25928025e4218,water refrigerants
