,products_and_services,products_id,language (ISO-code),typo_corrected
3864,lavender floral water,f81b3475-b4fc-4e73-8382-1c7f6ae67e9d,da,lavender floral water
3865,dried lavender flowers,cdb6d963-546c-4880-b5d9-61caf73cc5a6,da,dried lavender flowers
3866,blue lavender bouquets,6ada0206-e31b-4728-bd9f-aaebb1c8ed1a,fr,blue lavender bouquets
3867,lavandin essential oils,e9124d32-bb1a-4040-b3be-bdad76a479c0,it,lavandin essential oils
3868,dried lavendin flowers,7f6ee36f-3350-4dde-b8e3-c0b4578b4519,af,dried lavendin flowers
3869,ancient windows,b353e6b4-7f9f-41b4-8ecc-41a9de259ee0,pl,ancient windows
3870,door handles,d635ef48-2591-4bdd-89c3-d03fb622876b,nl,door handles
3871,granito tiles,4f24071d-0edd-4685-a987-97039ad802a8,it,granito tiles
3872,elbow propeller pump,168e9723-e452-4d53-9bc0-1bb8fc8e3614,da,elbow propeller pump
3873,stainless steel laser cuts,3e8196fe-e576-40dc-b395-9412a9f105a1,fr,stainless steel laser cuts
3874,marble working,98c10ea0-630d-45a9-82dd-1926b6bc7206,af,marble working
3875,adjustable supports,82bbff3f-a287-4e73-84fe-6986af1d68bc,fr,adjustable supports
3876,adjustable terrace pedestals,27380baa-eda4-46cc-b855-b70971ec04ed,ca,adjustable terrace pedestals
3877,pedestals for terraces,0efe932f-a7c3-4f3d-b7d9-cf3c108285aa,ca,pedestals for terraces
3878,chemical imaging,34179c23-c6e0-43e9-98cc-718993c53a4e,it,chemical imaging
3879,analytic equipment,874bbf53-3380-4369-b7af-331997a654a1,ca,analytic equipment
3880,domestic refrigerators,2421966f-3f99-4dde-b104-3f064a23ac3d,da,domestic refrigerators
3881,alambic,975541bf-edcc-4a6c-9bb5-f5f378c21eb6,ca,alambic
3882,"non-reusable crockery, compostable",088d3b81-a7ca-445c-aa79-f0c4e374fe35,fr,"non-reusable crockery, compostable"
3883,disposable drinking cups,9f7bc4af-f2bc-4777-b209-3fb1bf2bae4c,af,disposable drinking cups
3884,"plastics, biodegradable",395fac0b-4866-4252-8d4b-16c7a44ceccb,ca,"plastics, biodegradable"
3885,gift,5793b36f-b136-42ed-8825-2e8222d6d91c,sv,gift
3886,metal mirrors,f0fb80fd-1efa-41a9-9120-43b9aef616cf,ca,metal mirrors
3887,"parabolic mirrors, optical",6d7490e4-7d74-4a48-a7f6-dec73245e2de,ca,"parabolic mirrors, optical"
3888,metal optics,96c27ea2-ea69-4e59-bb54-3e0f75259407,ca,metal optics
3889,filtering units for air systems,1de8ab6e-8c36-475c-93f2-f7b25f849358,no,filtering units for air systems
3890,insulating verandahs,3114c1b3-0a73-4a49-87a4-30cd5e0219f9,id,insulating verandahs
3891,indoor paints,45607529-069d-4a8f-8600-0d709d3eb868,nl,indoor paints
3892,roofing tape,84df87d4-add6-4e1b-b570-85bffe324d9b,af,roofing tape
3893,roll ridge,179dde03-336b-4654-886e-eda5788eecb5,it,roll ridge
3894,connection roll,a1e054e3-69be-48bd-8772-c9b89174c0dd,fr,connection roll
3895,fireplace connection,9ee88405-1f69-482e-8b4c-b673e251dc2c,fr,fireplace connection
3896,marble sink,703a05fc-ae23-4d55-ab9b-872dc6213bee,da,marble sink
3897,massivholzmöbel,8c9673e3-bae6-4a45-923e-ab108d3f7b0c,hu,massivholzmöbel
3898,esszimmerstühle,a74408e7-f5cd-4324-940b-032aa93d62f6,de,esszimmerstühle
3899,disposable latex gloves,8d4c89f8-c6c1-41ee-862b-658604303f30,ca,disposable latex gloves
3900,"disposable gloves, latex-free",dbe59ba1-ebd3-4873-8468-e93523cc0836,ca,"disposable gloves, latex-free"
3901,ceramics laid,d63fcefd-d336-4a1a-bb13-3792c89e3394,ca,ceramics laid
3902,pmma items,cd295974-33eb-4cac-9bfa-e702c87a3c0e,lv,pmma items
3903,garden wells,b7cc0b78-e76e-4ab9-85e4-dc2c249ec15a,nl,garden wells
3904,manuka,b670a2dc-ab75-4d72-ab55-f719cbeab11b,id,manuka
3905,manuka wholesale,bbb77c25-92f0-488a-85d7-e14cbd61f888,id,manuka wholesale
3906,manuka honey raw product,cf29db31-4410-4b74-8253-2ae6c732de37,pl,manuka honey raw product
3907,manuka honey,a72902dd-77b8-46fd-94fe-3a6165122aee,fi,manuka honey
3908,manuka import,515f730b-ebc1-44b1-a3d1-c368936453be,tl,manuka import
3909,manuka honey import,955b7efa-f911-4200-b9a2-a3fd99b75b00,tl,manuka honey import
3910,concrete additives,0b18bf04-ce27-45e7-ab11-5076632fa780,it,concrete additives
3911,pans,688037c9-7572-4ea1-bee5-dedd50584fe4,tl,pans
3912,antique ceramics,a077cee9-a834-40e5-917d-50f2a46ec8ff,fr,antique ceramics
3913,antiquarians,6770111a-06ea-411e-9f89-ada793248d4e,fr,antiquarians
3914,granite covering,881f58ec-237f-423c-a133-4123870296f8,it,granite covering
3915,silestone,50795349-6139-4bd0-893e-3e14ac013673,it,silestone
3916,marble cladding,bb21ac8a-9c75-45c9-b314-7a16fa86ad0c,cy,marble cladding
3917,grey marble,0fe4a691-7daa-4619-b785-46b75eb4bc61,no,grey marble
3918,marble kitchen tops,5ee7c79d-34ae-45a0-b4a0-9139e91c3efa,da,marble kitchen tops
3919,indoor coverings,1902d46f-71dd-467d-a1ba-715ac1f6940c,nl,indoor coverings
3920,marmor polieren,ccdbb141-d7f3-42f1-b02d-a2087dc8d9ff,ro,marmor polieren
3921,natural stones,ac9dbf12-5b20-403a-a0b4-cf8db74fd0f2,it,natural stones
3922,natural terracotta,cccc5cec-e8bc-4328-a93d-15f8dfe23ceb,it,natural terracotta
3923,steel ball supplier,0212b879-43c4-4347-b8b8-b79eaa4a4e66,it,steel ball supplier
3924,magnesite,6c3e6275-10ff-4627-8737-92daee931ffe,it,magnesite
3925,terracotta bricks,6385d9df-ff18-4c96-8f24-86aa3acdcf12,it,terracotta bricks
3926,antique stones,178bff16-cb3d-4a4b-9b14-9dce528ea811,fr,antique stones
3927,prefabricated concrete structures,83127d6a-9973-4d89-b1a6-85bb319b0b96,ro,prefabricated concrete structures
3928,aggregate,7e46bcb4-a0cb-4c8b-9739-51dce3fb148f,it,aggregate
3929,gauges,393ec2be-901f-43b7-9e41-1a912a727b05,lt,gauges
3930,disposable products for medicine,33b610ef-72ae-4e3e-9ce4-15ee0779c202,ca,disposable products for medicine
3931,biodegradable plastics,78e081a1-2fca-47b2-bd62-b101e49269f2,es,biodegradable plastics
3932,pedestal,141a7bee-5bc1-4081-814b-0f0c35ca48f1,ca,pedestal
3933,raised floor,096d9c25-4410-49fe-822f-b9d61267adcd,et,raised floor
3934,ceramic metallization,834225b7-bb8e-4763-b67c-92c27ef6109b,it,ceramic metallization
3935,bar supplies,2cc48fd3-9578-4c8b-87f7-7d7f20cf9cc0,fr,bar supplies
3936,antique porcelain,72838ebf-0a01-43a1-9d42-ee9f40aebcdf,fr,antique porcelain
3937,transparent fabric,c68d8139-8fac-4cd1-9832-8e8fa483b2a9,ca,transparent fabric
3938,processing equipment,7e285ff4-bef4-46ac-865a-22d4ab53b236,fr,processing equipment
3939,eccentric drives,736cf0b2-3667-4d46-8889-c102cf904c7e,it,eccentric drives
3940,flex mills,c1043e45-6fd5-4b8e-8b3a-6a7cd4eaf6ce,sv,flex mills
3941,lead,040e76ce-1d53-454e-8cce-e77d88c60ef3,es,lead
3942,silver powder,1fd72fa5-3825-4b4b-8274-2f1009766eae,no,silver powder
3943,copper powder,dcc535b5-49ef-43d5-a03b-2fa6d8596fc0,it,copper powder
3944,ceramic pastes,3e9c19ad-b6a1-4805-9e71-45d6ac6a4a0f,ro,ceramic pastes
3945,copper pastes,4861de90-eacf-4012-9769-3bdcc0001213,it,copper pastes
3946,aluminium granules,395d2a54-8780-404a-88d6-8818075c5fff,ro,aluminium granules
3947,genuine master ceramics,c02beb99-fbca-4104-9da5-c88b51e14382,ro,genuine master ceramics
3948,zinc oxide,9ba01847-e6b8-4f8f-8947-742560278544,ro,zinc oxide
3949,calcinated alumina,e84226bf-5ab2-4cc0-b50e-ce33e4c49438,ro,calcinated alumina
3950,industrial constructions,367943dc-0867-407c-96c3-8abe1e302107,ro,industrial constructions
3951,rolling mills,fedb1e43-54d6-4e52-b789-5a732101d04d,sv,rolling mills
3952,pub vessels,7c222c5d-6b95-4aba-b322-7c6958bcdfd3,et,pub vessels
3953,printed cups,e39f9e79-0fa9-4663-a297-e907b8f175ce,ro,printed cups
3954,beer glasses,b949cb3c-688d-449c-b289-645a6d2827ca,af,beer glasses
3955,beer tankards,f0e9abbe-36cc-4103-8292-2d248a4a891f,af,beer tankards
3956,slim and tall beer glasses (bierstangen),026d0179-a36b-4cd5-99eb-853de13d81d4,af,slim and tall beer glasses (bierstangen)
3957,beer tulip glasses,a4412c98-cdaf-4346-b714-831d37609534,af,beer tulip glasses
3958,champagne glasses,630c3e93-bc69-4f1c-87de-4262e78d68fc,fr,champagne glasses
3959,cocktail glasses,8d243feb-8a39-4f1a-bcee-0a4fdcfbb5d4,fr,cocktail glasses
3960,bagging machine blade,e3a2a630-1078-48f9-8b30-198e2bb95e35,tl,bagging machine blade
3961,sealer saw blade,c41bceae-7a81-400b-9c5e-e1ed4c14a7fb,da,sealer saw blade
3962,turning blade,2f3ca708-03cd-43e9-bee7-a35893c50ac8,sv,turning blade
3963,serrated bagging blade,7254b07e-865d-43cc-b9ac-4d2e52595e9f,da,serrated bagging blade
3964,microfibre fabrics,1c292d18-0e32-4c44-b78f-fbf719896917,ca,microfibre fabrics
3965,filsain,2359ff44-f4bf-4c2f-aef8-6a9c1e461aad,fr,filsain
3966,microfibre mop,4c613d7a-5c67-4835-bc38-92c637c1eb23,ro,microfibre mop
3967,cotton mop,317fed8d-ad08-497a-a71a-c5a27d399971,it,cotton mop
3968,mop holder,e4fc1b67-f2b5-422e-92a3-2d3de9db9816,da,mop holder
3969,aluminium handles,20fd4a06-23ad-41f0-8082-94a375acc545,et,aluminium handles
3970,hoop machines,df54d449-de3a-40e7-9f01-8d34e497498a,nl,hoop machines
3971,strapping systems,a1c5a2f4-0402-4b45-9689-8c1ed62ed342,no,strapping systems
3972,pp straps,e814486c-f662-4684-95d1-b52edc344baa,sv,pp straps
3973,chalk,612effb6-db67-49d4-a81f-e74da51b7d05,so,chalk
3974,computer cases,59a1cfac-c281-4b66-b594-dc0209ad4524,pt,computer cases
3975,server,081621c8-f1ac-407c-88aa-6eab91cd0f7c,no,server
3976,tapes,85f2e224-cb29-4fcf-845b-54f9147186bc,fi,tapes
3977,fine cords,7cfe0d76-9851-419b-95bf-8da5aaeb8925,it,fine cords
3978,nylon tapes,1fd154c6-1a1c-4380-9362-662e4c169c11,fi,nylon tapes
3979,nylon ropes,2fff3e38-4423-4a5e-b8d4-6c0adcc19192,cs,nylon ropes
3980,erosion blocks,80c4bbfa-ac3e-468c-994a-70a4f7e73d51,sv,erosion blocks
3981,kneaders and grinders,2bd0a95b-f429-4e7b-94bd-ed162f6529ab,da,kneaders and grinders
3982,cement mosaics,ba724cf6-da59-4202-bb56-ec97a1c7d234,ca,cement mosaics
3983,zellige and bejmat,b698b896-5a3a-4770-9a9e-0289549b15f9,da,zellige and bejmat
3984,sandstone for building,0988f167-8879-4665-991a-b6595895ac13,da,sandstone for building
3985,membrane keyboards (complete solutions),e4e9555a-6851-4a10-8e69-5ce4fc146324,fr,membrane keyboards (complete solutions)
3986,furnaces for melting glass,16019489-651f-4e82-819d-85adbbed49af,da,furnaces for melting glass
3987,al2o3 coating,35bcd514-5827-473d-aab0-778c48dfc448,ro,al2o3 coating
3988,cfc,65be5b53-dfe7-49bc-bb64-a87260961fd0,ro,cfc
3989,carbon composite materials,b8f023ab-e32f-4108-a0ac-971215390676,ro,carbon composite materials
3990,carbon fibres,8aa6c3c7-b8aa-4d88-bbf1-02bfb60967af,ca,carbon fibres
3991,organic packaging,1078eea7-5601-4e45-96f7-56b43bc87434,tl,organic packaging
3992,pulp packaging,1513b0c5-3469-421f-af8b-d1fda4429191,tl,pulp packaging
3993,sulapac®,9621e15a-1208-4eed-b9b4-dacd1bb56104,tl,sulapac®
3994,geomembranes,f3e2f5a5-8df3-4baa-be4c-c84ef5885376,ca,geomembranes
3995,"lenses, loose",4baafeac-2054-4077-be53-1bb9516a311e,af,"lenses, loose"
3996,fresnel lenses,adf2ca5a-3617-4f69-8611-b95b7bdd7144,no,fresnel lenses
3997,sapphire lenses,45832158-d6a5-46a5-a02a-9ff75e8611ea,fr,sapphire lenses
3998,customer-specific special optics,c8702ef4-39b7-4d63-9d76-05062ca44956,ro,customer-specific special optics
3999,colour sampling,7ba05151-9423-4356-8df5-c0e604dd79c3,fr,colour sampling
4000,surface control,af9a45fd-f224-4ffc-82b2-fe3981dc4055,fr,surface control
4001,ray ban sunglasses,5eff1562-c905-492e-b6cf-ca058180de53,tl,ray ban sunglasses
4002,genuine branded glasses,ea29e53c-e6e5-40e1-b35d-a7f8ebae7f8a,af,genuine branded glasses
4003,frames for glasses,c8d26df0-2ddd-49ea-b3f3-8768928e0dbb,no,frames for glasses
4004,"frames, eyeglasses",fc721043-24f8-4914-b8d2-04e1e0ca5033,no,"frames, eyeglasses"
4005,microprisms,b3eb9a9e-f258-4263-a7d1-cce2a96acd34,ro,microprisms
4006,colour filter glasses,464e3de4-3ee2-485c-8771-e9a800ea2eb5,fr,colour filter glasses
4007,sapphires,7410e21f-744a-4057-8350-eb583008029d,fr,sapphires
4008,supplies for glasses,acbe16ac-0984-4d54-af88-12471a0b1e88,fr,supplies for glasses
4009,gasket padding,10e63436-5bb4-436d-bbc3-900ef12f6591,no,gasket padding
4010,viscose,c27f2ce1-e730-492b-9f4d-9f58d160e3ec,it,viscose
4011,flat patterned glass,65cd4684-f4e3-4f9a-a944-1a87672d9cbd,da,flat patterned glass
4012,turbine blades,bd942f60-d4a0-41d6-888d-3a6d73db3f5b,no,turbine blades
4013,soldering lasers,896c4b7b-8a5d-4952-b783-e865ef1bc306,da,soldering lasers
4014,pre-stressing processes,ea34569e-8da3-4ec3-a043-d90b49414eb2,it,pre-stressing processes
4015,concrete structural beams,fb2e2dfe-0f15-4a01-82ec-8953d5cea398,ro,concrete structural beams
4016,butanediol,fc795466-48d9-4eba-997d-ffce574418eb,id,butanediol
4017,"jars made of plastic, glass, aluminium",b7731513-ad50-4906-9153-f361b5f02f8f,et,"jars made of plastic, glass, aluminium"
4018,plastic tins (packaging),2438a35a-a5bc-4841-8847-8873a27d0c28,tl,plastic tins (packaging)
4019,designer,5b346a44-0f33-4d52-a5bd-cadc775827cd,da,designer
4020,perfume atomiser,afc1e86e-2f29-4f04-b6c7-bd02f1bec78e,it,perfume atomiser
4021,spray pump,c1ef9326-965f-48aa-91c5-adee95abf0c1,tl,spray pump
4022,mini sprays,f094d14e-08b8-45a3-bccb-6efb79a37753,pl,mini sprays
4023,vials,1d9972ee-9dad-4239-aa4e-b943c54ebb26,lt,vials
4024,surlyn caps,a18310c7-8f95-4d25-804f-174d6846b9de,cy,surlyn caps
4025,crimp pump,3a7c2d1a-57aa-40d7-a1c1-8a2abc520145,ro,crimp pump
4026,quarry products,8e1d1de1-7f8a-4362-a84d-ee6dd1ede048,ca,quarry products
4027,natural and artificial stone,b7777831-1863-4062-9996-d3c7b2cbe6ed,it,natural and artificial stone
4028,mosaics,b0f0271a-ec68-4bff-afdb-25a94dd305eb,lt,mosaics
4029,elastic joint replacements,c2c55d74-fca2-4626-ac92-9ff75fc3a354,fr,elastic joint replacements
4030,perforated mdf panels,8da2f9b4-0bd4-4f31-bb8f-537595e0b954,da,perforated mdf panels
4031,pegboard,e76b156b-a50b-4e96-ace1-154e58f076bb,ro,pegboard
4032,display wood panels,83cb991e-e21b-47f5-992f-f7ecdbb58a21,af,display wood panels
4033,blow molder,6ef80f08-6201-461f-b19d-bd2429fe0d54,da,blow molder
4034,granite blocks,06e3c4a9-a405-43b5-875a-6efeb9cf1396,sv,granite blocks
4035,sampling,8aa33b63-c1f8-4a37-9efe-aa8708a65731,tl,sampling
4036,photoceramics equipment,6cbf741d-1d27-4ef2-b372-fc22f3880140,ca,photoceramics equipment
4037,hydro painting,f7380aff-aea9-43b3-9783-b5c4722d4d63,cy,hydro painting
4038,floorsvarnished,24f41b44-40f0-4364-a3d1-1426be1f8424,sv,floorsvarnished
4039,metro tiles,ffd4d027-53f7-4194-bde0-0ec6bbdba42d,it,metro tiles
4040,hydraulic tiles,db38ee43-c1be-4b9f-bed1-f91a72c60661,cy,hydraulic tiles
4041,tile extraction,0c68a0e9-4ea1-4ce3-b94f-a04ac533114b,fr,tile extraction
4042,blackboards,485953d7-f4ef-40a6-9f45-49fedcb6defa,sv,blackboards
4043,working of slate,2bb988a3-d4fd-430b-bde2-5cb754ef39fa,af,working of slate
4044,slate roofs,e9612254-072e-4516-b76e-e10e0eb41272,af,slate roofs
4045,carbon products,c8982dcf-f9fb-426c-9cdd-5434ee83c5f2,ro,carbon products
4046,glass-fibre filled,78876b61-31fe-468e-bf6d-f96ce21d8a5f,da,glass-fibre filled
4047,pet regenerate material,437ef985-8e69-4a7b-9790-55d47f4db19a,ro,pet regenerate material
4048,polyethylene regranulate,4eb1372f-7922-4a81-a08f-e6c459715d3d,hu,polyethylene regranulate
4049,polypropylene regranulate,329035d1-bd37-4823-8483-ff700f7989e3,ro,polypropylene regranulate
4050,abs regranulate,5dd006cc-1f1e-4570-a54f-ac13a8c4518c,ro,abs regranulate
4051,commercial waste disposal,d5e76cec-ab1f-4fd4-bcdf-bc4862b9b977,it,commercial waste disposal
4052,eyewash,852da0d5-52ac-4ee6-a885-b3e6d60d7e13,so,eyewash
4053,stainless steel pits,83c4ca0f-4ea3-4e27-afbc-870486f0c271,et,stainless steel pits
4054,spa bath,ee66109e-723e-402e-9b1d-db791d219617,tl,spa bath
4055,mortar pouches,545050b2-9a95-4aa9-8a19-4c841bd7e9eb,fr,mortar pouches
4056,jointing machine,fa3f8e79-e6d6-4bc0-b2ec-cdefb92921c7,fi,jointing machine
4057,grouter,eb28372d-28f2-4350-89ec-6b6e0e8fd4a5,fr,grouter
4058,stone joints,8c162ff7-93fc-4560-b3b4-b46b6b2ed369,fi,stone joints
4059,tiling joints,7f864636-b294-46f1-aadd-eb97fb3b1bcb,fi,tiling joints
4060,colour-effect glass,a59a5b3e-2143-4334-8502-98789f02c495,fr,colour-effect glass
4061,splitter mirrors,224022e3-871b-4dc6-abd2-5d4be10c3b8a,no,splitter mirrors
4062,conversion filters,f9b4ef3b-d4fe-4ef0-875d-5be59b425f44,it,conversion filters
4063,fluorescent light curing devices,25b82ccf-6d89-4f15-9bb5-af4b8918364c,ro,fluorescent light curing devices
4064,artificial nails,1b0c6569-21de-4e82-b131-96672a0b364b,ca,artificial nails
4065,uv gels for artificial fingernails,22480dea-2b08-404c-b9a5-5d95ed7193ff,ca,uv gels for artificial fingernails
4066,decorative profiles,dabf5aba-a20c-4e01-a96b-53ca3a400714,it,decorative profiles
4067,"plastic profiles, extruded",94a59f4e-5d00-4435-927b-4600a8922770,ro,"plastic profiles, extruded"
4068,gasket sheets,1b5c422e-d331-4b5a-8598-7b19309a4e4c,no,gasket sheets
4069,flat gaskets,828885ee-f131-494b-a16d-d84813df9929,no,flat gaskets
4070,encapsulation machines,aa8f42f8-1b0a-4f23-837e-8aeaede89929,fr,encapsulation machines
4071,precious metal solder,930beafc-c00f-4bd0-8e21-bf9b0aa7dbc7,ca,precious metal solder
4072,cellular phone batteries,1cfaa4f9-37f3-4d9c-9871-35d8c82e11f0,it,cellular phone batteries
4073,mobile phone chargers,d3d0e81c-1e95-4d53-96e2-fb8022ae4fe0,fr,mobile phone chargers
4074,sim cards,4824e601-7a16-4220-8e80-976ff548db80,it,sim cards
4075,usb keys,219cfb28-9001-46b5-bc81-c3f9ca55196b,so,usb keys
4076,quartz glass apparatus,d97866cb-bcc4-4628-b6c5-cf7679cc165d,it,quartz glass apparatus
4077,quartz glass processing,abd4ddf8-2984-4500-915f-75fa57b84e63,it,quartz glass processing
4078,glass flasks,2c7615a7-27d4-4078-a620-de7e03330a07,lv,glass flasks
4079,dust removal,1e750cdc-ae76-4cdf-b708-d403f02e3b39,et,dust removal
4080,dust removal filter elements,2bee4e43-7921-469d-b713-e5591e4ffb09,ca,dust removal filter elements
4081,dust removal filter cartridges,6e974658-7754-4884-ab30-5a10f126598a,ro,dust removal filter cartridges
4082,dust filtration,9cfc01a0-6e44-4ec9-8690-646b07d4b922,fr,dust filtration
4083,dust removal filter panels,9472df2f-ba78-4adf-ac98-cb5e021f66e1,no,dust removal filter panels
4084,filter cassette for dust removal,6a325879-e16c-4862-ba92-c30d53348534,no,filter cassette for dust removal
4085,industrial detergents,e7262efb-1f07-48af-aa2d-e70b1e67e769,de,industrial detergents
4086,floor care products,7a09b248-cc8d-4049-8eb5-328c1f5ca1cf,ro,floor care products
4087,"lime, cement and plaster silos",01db13a1-bcf7-4cc3-add9-3736858da624,fr,"lime, cement and plaster silos"
4088,discotheque equipment,c26f5dcb-7d16-4aa8-a4b6-e6666cfddf5e,es,discotheque equipment
4089,ink-jet printers,73835243-0712-452f-b232-a205a91052e5,sl,ink-jet printers
4090,industrial identification,c206bedc-5729-48f2-8b92-706d8e2f7aef,it,industrial identification
4091,code inspection equipment,1d76ab38-7d7b-4342-b8a7-502f60beb699,es,code inspection equipment
4092,aluminum facades,b710b080-13ac-4062-9838-3b03edfe2933,ro,aluminum facades
4093,cnc milled parts made from special materials,5aa1ea36-db8a-46f1-b744-cc67cfd3f76e,ca,cnc milled parts made from special materials
4094,cnc milled parts made from laminates,17940926-ed16-40df-a0df-2da63c087c05,ca,cnc milled parts made from laminates
4095,plastic structures,efe7a3e3-1662-40ec-bba8-14e1dfad7bc1,ro,plastic structures
4096,flat ceramic elements,63365ef9-2828-4dcd-b767-ff4506f7cd29,ca,flat ceramic elements
4097,flexible decorative brick slips,8f7bc18c-681e-4fc8-afcc-dfbfbdca3de5,ro,flexible decorative brick slips
4098,flexible brick slips,211d6c38-f081-4354-96fd-3b14768be995,sv,flexible brick slips
4099,decorative brick slips,556049f1-353a-477d-95bc-09ad72c5f44b,it,decorative brick slips
4100,brick slip modules,40464b55-88de-48ed-8290-58a880d49946,ro,brick slip modules
4101,alternative brick slips,8c2cb658-4c51-49d1-9f0d-002c062e0c65,sv,alternative brick slips
4102,fake bricks,d096cedf-4b42-4fd6-af44-fc7d23a82f93,sv,fake bricks
4103,brick slip supplier,0bc24db9-b354-4dae-bb9b-791ca9951e59,sv,brick slip supplier
4104,big bags,4b8e4f01-b79a-4bbb-a1e6-4a7a8b19348b,tl,big bags
4105,plastic barrels,c6dd02c0-57c2-4e7a-a840-8f85f5bd9866,ca,plastic barrels
4106,metal structures supplied,348f424d-5938-421f-900c-e80df57c2e2c,ro,metal structures supplied
4107,balls in conventional trade dimensions,b7166cb6-4624-4155-a22b-5d0b3b70f5d6,it,balls in conventional trade dimensions
4108,special balls made from various materials,a2f72e40-e739-4704-9416-e55251712095,ca,special balls made from various materials
4109,wooden fittings,e5a6118e-193c-4565-860a-bfae7fdda30b,af,wooden fittings
4110,exterior fittings,5ceae22d-f62f-4f65-80d7-e1d36965ac14,sv,exterior fittings
4111,export ice cream and pizza frozen,3558449d-84f9-4edb-94c7-44ed3457c235,ro,export ice cream and pizza frozen
4112,safety barriers,9132d52c-751c-4abd-bb0c-98c062679115,da,safety barriers
4113,metal lights,608d5343-da8a-43d5-acd8-f495109a25df,et,metal lights
4114,robinia wood,371f0e49-c7d5-45a3-924e-c5ae96b86672,pl,robinia wood
